Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key
Kevin Pietersen,,Batsman,Rising Pune Supergiant,2016,"3,50,00,000",,,,,35000000,3.5,k_pietersen
Irfan Pathan,,All-Rounder,Rising Pune Supergiant,2016,"1,00,00,000",,,,,10000000,1.0,i_pathan
Thisara Perera,,All-Rounder,Rising Pune Supergiant,2016,"1,00,00,000",,,,,10000000,1.0,t_perera
Rajat Bhatia,,All-Rounder,Rising Pune Supergiant,2016,"60,00,000",,,,,6000000,0.6,r_bhatia
Ashok Dinda,,Bowler,Rising Pune Supergiant,2016,"50,00,000",,,,,5000000,0.5,a_dinda
Scott Boland,,Bowler,Rising Pune Supergiant,2016,"50,00,000",,,,,5000000,0.5,s_boland
Peter Handscomb,,Wicket Keeper,Rising Pune Supergiant,2016,"30,00,000",,,,,3000000,0.3,p_handscomb
Rudra Pratap Singh,,Bowler,Rising Pune Supergiant,2016,"30,00,000",,,,,3000000,0.3,r_singh
Adam Zampa,,Bowler,Rising Pune Supergiant,2016,"30,00,000",,,,,3000000,0.3,a_zampa
Ishwar Chandra Pandey,,Bowler,Rising Pune Supergiant,2016,"20,00,000",,,,,2000000,0.2,i_pandey
Deepak Chahar,,All-Rounder,Rising Pune Supergiant,2016,"10,00,000",,,,,1000000,0.1,d_chahar
Jaskaran Singh,,Bowler,Rising Pune Supergiant,2016,"10,00,000",,,,,1000000,0.1,j_singh
Baba Aparajith,,All-Rounder,Rising Pune Supergiant,2016,"10,00,000",,,,,1000000,0.1,b_aparajith
Ankush Bains,,Wicket Keeper,Rising Pune Supergiant,2016,"10,00,000",,,,,1000000,0.1,a_bains
Ankit Sharma,,All-Rounder,Rising Pune Supergiant,2016,"10,00,000",,,,,1000000,0.1,a_sharma
Shane Watson,,All-Rounder, Royal Challengers Bengaluru,2016,"9,50,00,000",,,,,95000000,9.5,s_watson
Stuart Binny,,All-Rounder, Royal Challengers Bengaluru,2016,"2,00,00,000",,,,,20000000,2.0,s_binny
Kane Richardson,,Bowler, Royal Challengers Bengaluru,2016,"2,00,00,000",,,,,20000000,2.0,k_richardson
Samuel Badree,,Bowler, Royal Challengers Bengaluru,2016,"50,00,000",,,,,5000000,0.5,s_badree
Travis Head,,Batsman, Royal Challengers Bengaluru,2016,"50,00,000",,,,,5000000,0.5,t_head
Praveen Dubey,,All-Rounder, Royal Challengers Bengaluru,2016,"35,00,000",,,,,3500000,0.35,p_dubey
Vikramjeet Malik,,Bowler, Royal Challengers Bengaluru,2016,"20,00,000",,,,,2000000,0.2,v_malik
Akshay Karnewar,,All-Rounder, Royal Challengers Bengaluru,2016,"10,00,000",,,,,1000000,0.1,a_karnewar
Iqbal Abdullah,,All-Rounder, Royal Challengers Bengaluru,2016,"10,00,000",,,,,1000000,0.1,i_abdullah
Sachin Baby,,Batsman, Royal Challengers Bengaluru,2016,"10,00,000",,,,,1000000,0.1,s_baby
Vikas Tokas,,Bowler, Royal Challengers Bengaluru,2016,"10,00,000",,,,,1000000,0.1,v_tokas
Yuvraj Singh,,All-Rounder, Sunrisers Hyderabad,2016,"7,00,00,000",,,,,70000000,7.0,y_singh
Ashish Nehra,,Bowler, Sunrisers Hyderabad,2016,"5,50,00,000",,,,,55000000,5.5,a_nehra
Deepak Hooda,,All-Rounder, Sunrisers Hyderabad,2016,"4,20,00,000",,,,,42000000,4.2,d_hooda
Mustafizur Rahman,,Bowler, Sunrisers Hyderabad,2016,"1,40,00,000",,,,,14000000,1.4,m_rahman
Aditya Tare,,Wicket Keeper, Sunrisers Hyderabad,2016,"1,20,00,000",,,,,12000000,1.2,a_tare
Barinder Singh Sran,,Bowler, Sunrisers Hyderabad,2016,"1,20,00,000",,,,,12000000,1.2,b_sran
Ben Cutting,,All-Rounder, Sunrisers Hyderabad,2016,"50,00,000",,,,,5000000,0.5,b_cutting
Vijay Shankar,,All-Rounder, Sunrisers Hyderabad,2016,"35,00,000",,,,,3500000,0.35,v_shankar
Abhimanyu Mithun,,Bowler, Sunrisers Hyderabad,2016,"30,00,000",,,,,3000000,0.3,a_mithun
Tirumalasetti Suman,,Batsman, Sunrisers Hyderabad,2016,"10,00,000",,,,,1000000,0.1,t_suman
Kagiso Rabada,,Bowler,Delhi Daredevils,2017,"5,00,00,000",,,,,50000000,5.0,k_rabada
Patrick Cummins,,Bowler,Delhi Daredevils,2017,"4,50,00,000",,,,,45000000,4.5,p_cummins
Angelo Mathews,,All-Rounder,Delhi Daredevils,2017,"2,00,00,000",,,,,20000000,2.0,a_mathews
Corey Anderson,,All-Rounder,Delhi Daredevils,2017,"1,00,00,000",,,,,10000000,1.0,c_anderson
M. Ashwin,,Bowler,Delhi Daredevils,2017,"1,00,00,000",,,,,10000000,1.0,m_ashwin
Aditya Tare,,Wicket Keeper,Delhi Daredevils,2017,"25,00,000",,,,,2500000,0.25,a_tare
Ankeet Bawane,,Batsman,Delhi Daredevils,2017,"10,00,000",,,,,1000000,0.1,a_bawane
Navdeep Saini,,Bowler,Delhi Daredevils,2017,"10,00,000",,,,,1000000,0.1,n_saini
Shashank Singh,,All-Rounder,Delhi Daredevils,2017,"10,00,000",,,,,1000000,0.1,s_singh
Jason Roy,,Batsman,Gujarat Lions,2017,"1,00,00,000",,,,,10000000,1.0,j_roy
Basil Thampi,,Bowler,Gujarat Lions,2017,"85,00,000",,,,,8500000,0.85,b_thampi
Manpreet Gony,,Bowler,Gujarat Lions,2017,"60,00,000",,,,,6000000,0.6,m_gony
Nathu Singh,,Bowler,Gujarat Lions,2017,"50,00,000",,,,,5000000,0.5,n_singh
Munaf Patel,,Bowler,Gujarat Lions,2017,"30,00,000",,,,,3000000,0.3,m_patel
Akshdeep Nath,,All-Rounder,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,a_nath
Shubam Agrawal,,All-Rounder,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,s_agrawal
Tejas Singh Baroka,,Bowler,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,t_baroka
Chirag Suri,,Batsman,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,c_suri
Pratham Singh,,All-Rounder,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,p_singh
Shelley Shaurya,,Bowler,Gujarat Lions,2017,"10,00,000",,,,,1000000,0.1,s_shaurya
T Natarajan,,Bowler,Kings XI Punjab,2017,"3,00,00,000",,,,,30000000,3.0,t_natarajan
Varun Aaron,,Bowler,Kings XI Punjab,2017,"2,80,00,000",,,,,28000000,2.8,v_aaron
Eoin Morgan,,Batsman,Kings XI Punjab,2017,"2,00,00,000",,,,,20000000,2.0,e_morgan
Matt Henry,,Bowler,Kings XI Punjab,2017,"50,00,000",,,,,5000000,0.5,m_henry
Martin Guptill,,Batsman,Kings XI Punjab,2017,"50,00,000",,,,,5000000,0.5,m_guptill
Darren Sammy,,All-Rounder,Kings XI Punjab,2017,"30,00,000",,,,,3000000,0.3,d_sammy
Rahul Tewatia,,All-Rounder,Kings XI Punjab,2017,"25,00,000",,,,,2500000,0.25,r_tewatia
Rinku Singh,,Batsman,Kings XI Punjab,2017,"10,00,000",,,,,1000000,0.1,r_singh
Trent Boult,,Bowler,Kolkata Knight Riders,2017,"5,00,00,000",,,,,50000000,5.0,t_boult
Chris Woakes,,All-Rounder,Kolkata Knight Riders,2017,"4,20,00,000",,,,,42000000,4.2,c_woakes
Nathan Coulter-Nile,,Bowler,Kolkata Knight Riders,2017,"3,50,00,000",,,,,35000000,3.5,n_coulter-nile
Rishi Dhawan,,All-Rounder,Kolkata Knight Riders,2017,"55,00,000",,,,,5500000,0.55,r_dhawan
Darren Bravo,,Batsman,Kolkata Knight Riders,2017,"50,00,000",,,,,5000000,0.5,d_bravo
Rovman Powell,,All-Rounder,Kolkata Knight Riders,2017,"30,00,000",,,,,3000000,0.3,r_powell
Sayan Ghosh,,Bowler,Kolkata Knight Riders,2017,"10,00,000",,,,,1000000,0.1,s_ghosh
R. Sanjay Yadav,,All-Rounder,Kolkata Knight Riders,2017,"10,00,000",,,,,1000000,0.1,r_yadav
Ishank Jaggi,,Batsman,Kolkata Knight Riders,2017,"10,00,000",,,,,1000000,0.1,i_jaggi
Karn Sharma,,All-Rounder,Mumbai Indians,2017,"3,20,00,000",,,,,32000000,3.2,k_sharma
Krishnappa Gowtham,,All-Rounder,Mumbai Indians,2017,"2,00,00,000",,,,,20000000,2.0,k_gowtham
Mitchell Johnson,,Bowler,Mumbai Indians,2017,"2,00,00,000",,,,,20000000,2.0,m_johnson
Asela Gunarathna,,Batsman,Mumbai Indians,2017,"30,00,000",,,,,3000000,0.3,a_gunarathna
Saurabh Tiwary,,Batsman,Mumbai Indians,2017,"30,00,000",,,,,3000000,0.3,s_tiwary
Nicolas Pooran,,Wicket Keeper,Mumbai Indians,2017,"30,00,000",,,,,3000000,0.3,n_pooran
Kulwant Khejroliya,,Bowler,Mumbai Indians,2017,"10,00,000",,,,,1000000,0.1,k_khejroliya
Benjamin Stokes,,All-Rounder,Rising Pune Supergiant,2017,"14,50,00,000",,,,,145000000,14.5,b_stokes
Daniel Christian,,All-Rounder,Rising Pune Supergiant,2017,"1,00,00,000",,,,,10000000,1.0,d_christian
Manoj Tiwary,,Batsman,Rising Pune Supergiant,2017,"50,00,000",,,,,5000000,0.5,m_tiwary
Lockie Ferguson ,,Bowler,Rising Pune Supergiant,2017,"50,00,000",,,,,5000000,0.5,l_ferguson
Jaydev Unadkat,,Bowler,Rising Pune Supergiant,2017,"30,00,000",,,,,3000000,0.3,j_unadkat
Rahul Chahar,,Bowler,Rising Pune Supergiant,2017,"10,00,000",,,,,1000000,0.1,r_chahar
Saurabh Kumar,,Bowler,Rising Pune Supergiant,2017,"10,00,000",,,,,1000000,0.1,s_kumar
Milind Tandon,,All-Rounder,Rising Pune Supergiant,2017,"10,00,000",,,,,1000000,0.1,m_tandon
Rahul Ajay Tripathi,,All-Rounder,Rising Pune Supergiant,2017,"10,00,000",,,,,1000000,0.1,r_tripathi
Tymal Mills,,Bowler, Royal Challengers Bengaluru,2017,"12,00,00,000",,,,,120000000,12.0,t_mills
Aniket Choudhary,,Bowler, Royal Challengers Bengaluru,2017,"2,00,00,000",,,,,20000000,2.0,a_choudhary
Pawan Negi,,All-Rounder, Royal Challengers Bengaluru,2017,"1,00,00,000",,,,,10000000,1.0,p_negi
Billy Stanlake,,Bowler, Royal Challengers Bengaluru,2017,"30,00,000",,,,,3000000,0.3,b_stanlake
Praveen Dubey,,All-Rounder, Royal Challengers Bengaluru,2017,"10,00,000",,,,,1000000,0.1,p_dubey
Rashid Khan Arman,,Bowler, Sunrisers Hyderabad,2017,"4,00,00,000",,,,,40000000,4.0,r_arman
Mohammed Siraj,,Bowler, Sunrisers Hyderabad,2017,"2,60,00,000",,,,,26000000,2.6,m_siraj
Eklavya Dwivedi,,Wicket Keeper, Sunrisers Hyderabad,2017,"75,00,000",,,,,7500000,0.75,e_dwivedi
Chris Jordan,,All-Rounder, Sunrisers Hyderabad,2017,"50,00,000",,,,,5000000,0.5,c_jordan
Mohammad Nabi,,All-Rounder, Sunrisers Hyderabad,2017,"30,00,000",,,,,3000000,0.3,m_nabi
Ben Laughlin,,Bowler, Sunrisers Hyderabad,2017,"30,00,000",,,,,3000000,0.3,b_laughlin
Pravin Tambe,,Bowler, Sunrisers Hyderabad,2017,"10,00,000",,,,,1000000,0.1,p_tambe
Tanmay Agarwal,,Batsman, Sunrisers Hyderabad,2017,"10,00,000",,,,,1000000,0.1,t_agarwal
Kedar Jadhav,,All-Rounder, Chennai Super Kings,2018,"7,80,00,000",,,,,78000000,7.8,k_jadhav
Dwayne Bravo,,All-Rounder, Chennai Super Kings,2018,"6,40,00,000",,,,,64000000,6.4,d_bravo
Karn Sharma,,Bowler, Chennai Super Kings,2018,"5,00,00,000",,,,,50000000,5.0,k_sharma
Shane Watson,,All-Rounder, Chennai Super Kings,2018,"4,00,00,000",,,,,40000000,4.0,s_watson
Shardul Narendra Thakur,,Bowler, Chennai Super Kings,2018,"2,60,00,000",,,,,26000000,2.6,s_thakur
Ambati Rayudu,,Wicket Keeper, Chennai Super Kings,2018,"2,20,00,000",,,,,22000000,2.2,a_rayudu
Murali Vijay,,Batsman, Chennai Super Kings,2018,"2,00,00,000",,,,,20000000,2.0,m_vijay
Harbhajan Singh,,Bowler, Chennai Super Kings,2018,"2,00,00,000",,,,,20000000,2.0,h_singh
Faf Du Plessis,,Batsman, Chennai Super Kings,2018,"1,60,00,000",,,,,16000000,1.6,f_plessis
Mark Wood,,Bowler, Chennai Super Kings,2018,"1,50,00,000",,,,,15000000,1.5,m_wood
Sam Billings,,Wicket Keeper, Chennai Super Kings,2018,"1,00,00,000",,,,,10000000,1.0,s_billings
Imran Tahir,,Bowler, Chennai Super Kings,2018,"1,00,00,000",,,,,10000000,1.0,i_tahir
Deepak Chahar,,All-Rounder, Chennai Super Kings,2018,"80,00,000",,,,,8000000,0.8,d_chahar
Mitchell Santner,,All-Rounder, Chennai Super Kings,2018,"50,00,000",,,,,5000000,0.5,m_santner
Lungisani Ngidi,,Bowler, Chennai Super Kings,2018,"50,00,000",,,,,5000000,0.5,l_ngidi
Asif K M,,Bowler, Chennai Super Kings,2018,"40,00,000",,,,,4000000,0.4,a_m
N Jagadeesan,,Wicket Keeper, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,n_jagadeesan
Kanishk Seth,,All-Rounder, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,k_seth
Monu Singh,,Bowler, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,m_singh
Dhruv Shorey,,All-Rounder, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,d_shorey
Kshitiz Sharma,,All-Rounder, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,k_sharma
Chaitanya Bishnoi,,All-Rounder, Chennai Super Kings,2018,"20,00,000",,,,,2000000,0.2,c_bishnoi
Glenn Maxwell,,All-Rounder,Delhi Daredevils,2018,"9,00,00,000",,,,,90000000,9.0,g_maxwell
Kagiso Rabada,,Bowler,Delhi Daredevils,2018,"4,20,00,000",,,,,42000000,4.2,k_rabada
Amit Mishra,,Bowler,Delhi Daredevils,2018,"4,00,00,000",,,,,40000000,4.0,a_mishra
Shahbaz Nadeem,,Bowler,Delhi Daredevils,2018,"3,20,00,000",,,,,32000000,3.2,s_nadeem
Vijay Shankar,,All-Rounder,Delhi Daredevils,2018,"3,20,00,000",,,,,32000000,3.2,v_shankar
Rahul Tewatia,,All-Rounder,Delhi Daredevils,2018,"3,00,00,000",,,,,30000000,3.0,r_tewatia
Mohammad Shami,,Bowler,Delhi Daredevils,2018,"3,00,00,000",,,,,30000000,3.0,m_shami
Gautam Gambhir,,Batsman,Delhi Daredevils,2018,"2,80,00,000",,,,,28000000,2.8,g_gambhir
Trent Boult,,Bowler,Delhi Daredevils,2018,"2,20,00,000",,,,,22000000,2.2,t_boult
Colin Munro,,All-Rounder,Delhi Daredevils,2018,"1,90,00,000",,,,,19000000,1.9,c_munro
Daniel Christian,,All-Rounder,Delhi Daredevils,2018,"1,50,00,000",,,,,15000000,1.5,d_christian
Jason Roy,,Batsman,Delhi Daredevils,2018,"1,50,00,000",,,,,15000000,1.5,j_roy
Naman Ojha,,Wicket Keeper,Delhi Daredevils,2018,"1,40,00,000",,,,,14000000,1.4,n_ojha
Prithvi Shaw,,Batsman,Delhi Daredevils,2018,"1,20,00,000",,,,,12000000,1.2,p_shaw
Gurkeerat Singh Mann,,All-Rounder,Delhi Daredevils,2018,"75,00,000",,,,,7500000,0.75,g_mann
Avesh Khan,,Bowler,Delhi Daredevils,2018,"70,00,000",,,,,7000000,0.7,a_khan
Abhishek Sharma,,All-Rounder,Delhi Daredevils,2018,"55,00,000",,,,,5500000,0.55,a_sharma
Jayant Yadav,,All-Rounder,Delhi Daredevils,2018,"50,00,000",,,,,5000000,0.5,j_yadav
Harshal Patel,,All-Rounder,Delhi Daredevils,2018,"20,00,000",,,,,2000000,0.2,h_patel
Manjot Kalra,,Batsman,Delhi Daredevils,2018,"20,00,000",,,,,2000000,0.2,m_kalra
Sandeep Lamichhane,,Bowler,Delhi Daredevils,2018,"20,00,000",,,,,2000000,0.2,s_lamichhane
Sayan Ghosh,,Bowler,Delhi Daredevils,2018,"20,00,000",,,,,2000000,0.2,s_ghosh
KL Rahul,,Batsman,Kings XI Punjab,2018,"11,00,00,000",,,,,110000000,11.0,k_rahul
Ravichandran Ashwin,,All-Rounder,Kings XI Punjab,2018,"7,60,00,000",,,,,76000000,7.6,r_ashwin
Andrew Tye,,Bowler,Kings XI Punjab,2018,"7,20,00,000",,,,,72000000,7.2,a_tye
Aaron Finch,,Batsman,Kings XI Punjab,2018,"6,20,00,000",,,,,62000000,6.2,a_finch
Marcus Stoinis,,All-Rounder,Kings XI Punjab,2018,"6,20,00,000",,,,,62000000,6.2,m_stoinis
Karun Nair,,Batsman,Kings XI Punjab,2018,"5,60,00,000",,,,,56000000,5.6,k_nair
Mujeeb Zadran,,Bowler,Kings XI Punjab,2018,"4,00,00,000",,,,,40000000,4.0,m_zadran
Ankit Singh Rajpoot,,Bowler,Kings XI Punjab,2018,"3,00,00,000",,,,,30000000,3.0,a_rajpoot
David Miller,,Batsman,Kings XI Punjab,2018,"3,00,00,000",,,,,30000000,3.0,d_miller
Mohit Sharma,,Bowler,Kings XI Punjab,2018,"2,40,00,000",,,,,24000000,2.4,m_sharma
Barinder Singh Sran,,Bowler,Kings XI Punjab,2018,"2,20,00,000",,,,,22000000,2.2,b_sran
Yuvraj Singh,,All-Rounder,Kings XI Punjab,2018,"2,00,00,000",,,,,20000000,2.0,y_singh
Christopher Gayle,,Batsman,Kings XI Punjab,2018,"2,00,00,000",,,,,20000000,2.0,c_gayle
Ben Dwarshuis,,Bowler,Kings XI Punjab,2018,"1,40,00,000",,,,,14000000,1.4,b_dwarshuis
Akshdeep Nath,,All-Rounder,Kings XI Punjab,2018,"1,00,00,000",,,,,10000000,1.0,a_nath
Manoj Tiwary,,Batsman,Kings XI Punjab,2018,"1,00,00,000",,,,,10000000,1.0,m_tiwary
Mayank Agarwal,,Batsman,Kings XI Punjab,2018,"1,00,00,000",,,,,10000000,1.0,m_agarwal
Manzoor Dar,,All-Rounder,Kings XI Punjab,2018,"20,00,000",,,,,2000000,0.2,m_dar
Pardeep Sahu,,Bowler,Kings XI Punjab,2018,"20,00,000",,,,,2000000,0.2,p_sahu
Mayank Dagar,,All-Rounder,Kings XI Punjab,2018,"20,00,000",,,,,2000000,0.2,m_dagar
Chris Lynn,,Batsman, Kolkata Knight Riders,2018,"9,60,00,000",,,,,96000000,9.6,c_lynn
Mitchell Starc,,Bowler, Kolkata Knight Riders,2018,"9,40,00,000",,,,,94000000,9.4,m_starc
Dinesh Karthik,,Wicket Keeper, Kolkata Knight Riders,2018,"7,40,00,000",,,,,74000000,7.4,d_karthik
Robin Uthappa,,Wicket Keeper, Kolkata Knight Riders,2018,"6,40,00,000",,,,,64000000,6.4,r_uthappa
Kuldeep Singh Yadav,,Bowler, Kolkata Knight Riders,2018,"5,80,00,000",,,,,58000000,5.8,k_yadav
Piyush Chawla,,Bowler, Kolkata Knight Riders,2018,"4,20,00,000",,,,,42000000,4.2,p_chawla
Nitish Rana,,All-Rounder, Kolkata Knight Riders,2018,"3,40,00,000",,,,,34000000,3.4,n_rana
Kamlesh Nagarkoti,,All-Rounder, Kolkata Knight Riders,2018,"3,20,00,000",,,,,32000000,3.2,k_nagarkoti
Shivam Mavi,,All-Rounder, Kolkata Knight Riders,2018,"3,00,00,000",,,,,30000000,3.0,s_mavi
Mitchell Johnson,,Bowler, Kolkata Knight Riders,2018,"2,00,00,000",,,,,20000000,2.0,m_johnson
Shubman Gill,,Batsman, Kolkata Knight Riders,2018,"1,80,00,000",,,,,18000000,1.8,s_gill
Ranganath Vinay Kumar,,Bowler, Kolkata Knight Riders,2018,"1,00,00,000",,,,,10000000,1.0,r_kumar
Rinku Singh,,Batsman, Kolkata Knight Riders,2018,"80,00,000",,,,,8000000,0.8,r_singh
Cameron Delport,,All-Rounder, Kolkata Knight Riders,2018,"30,00,000",,,,,3000000,0.3,c_delport
Javon Searless,,All-Rounder, Kolkata Knight Riders,2018,"30,00,000",,,,,3000000,0.3,j_searless
Apoorv Vijay Wankhade,,Batsman, Kolkata Knight Riders,2018,"20,00,000",,,,,2000000,0.2,a_wankhade
Ishank Jaggi,,Batsman, Kolkata Knight Riders,2018,"20,00,000",,,,,2000000,0.2,i_jaggi
Krunal Pandya,,All-Rounder, Mumbai Indians,2018,"8,80,00,000",,,,,88000000,8.8,k_pandya
Ishan Kishan,,Wicket Keeper, Mumbai Indians,2018,"6,20,00,000",,,,,62000000,6.2,i_kishan
Kieron Pollard,,All-Rounder, Mumbai Indians,2018,"5,40,00,000",,,,,54000000,5.4,k_pollard
Pat Cummins,,Bowler, Mumbai Indians,2018,"5,40,00,000",,,,,54000000,5.4,p_cummins
Evin Lewis,,Batsman, Mumbai Indians,2018,"3,80,00,000",,,,,38000000,3.8,e_lewis
Suryakumar Yadav,,Batsman, Mumbai Indians,2018,"3,20,00,000",,,,,32000000,3.2,s_yadav
Ben Cutting,,All-Rounder, Mumbai Indians,2018,"2,20,00,000",,,,,22000000,2.2,b_cutting
Mustafizur Rahman,,Bowler, Mumbai Indians,2018,"2,20,00,000",,,,,22000000,2.2,m_rahman
Rahul Chahar,,Bowler, Mumbai Indians,2018,"1,90,00,000",,,,,19000000,1.9,r_chahar
Pradeep Sangwan,,Bowler, Mumbai Indians,2018,"1,50,00,000",,,,,15000000,1.5,p_sangwan
Jason Behrendorff,,Bowler, Mumbai Indians,2018,"1,50,00,000",,,,,15000000,1.5,j_behrendorff
Jean-Paul Duminy,,All-Rounder, Mumbai Indians,2018,"1,00,00,000",,,,,10000000,1.0,j_duminy
Saurabh Tiwary,,Batsman, Mumbai Indians,2018,"80,00,000",,,,,8000000,0.8,s_tiwary
Tajinder Dhillon,,All-Rounder, Mumbai Indians,2018,"55,00,000",,,,,5500000,0.55,t_dhillon
Akila Dhananjaya,,Bowler, Mumbai Indians,2018,"50,00,000",,,,,5000000,0.5,a_dhananjaya
Nidheesh M D Dinesan,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,n_dinesan
Aditya Tare,,Wicket Keeper, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,a_tare
Siddhesh Dinesh Lad,,Batsman, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,s_lad
Mayank Markande,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,m_markande
Sharad Lumba ,,Batsman, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,s_lumba
Anukul Roy,,All-Rounder, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,a_roy
Mohsin Khan,,Bowler, Mumbai Indians,2018,"20,00,000",,,,,2000000,0.2,m_khan
Benjamin Stokes,,All-Rounder, Rajasthan Royals,2018,"12,50,00,000",,,,,125000000,12.5,b_stokes
Jaydev Unadkat,,Bowler, Rajasthan Royals,2018,"11,50,00,000",,,,,115000000,11.5,j_unadkat
Sanju Samson,,Wicket Keeper, Rajasthan Royals,2018,"8,00,00,000",,,,,80000000,8.0,s_samson
Jofra Archer,,All-Rounder, Rajasthan Royals,2018,"7,20,00,000",,,,,72000000,7.2,j_archer
Krishnappa Gowtham,,Bowler, Rajasthan Royals,2018,"6,20,00,000",,,,,62000000,6.2,k_gowtham
Jos Buttler,,Wicket Keeper, Rajasthan Royals,2018,"4,40,00,000",,,,,44000000,4.4,j_buttler
Ajinkya Rahane,,Batsman, Rajasthan Royals,2018,"4,00,00,000",,,,,40000000,4.0,a_rahane
Darcy Short,,All-Rounder, Rajasthan Royals,2018,"4,00,00,000",,,,,40000000,4.0,d_short
Rahul Tripathi,,Batsman, Rajasthan Royals,2018,"3,40,00,000",,,,,34000000,3.4,r_tripathi
Dhawal Kulkarni,,Bowler, Rajasthan Royals,2018,"75,00,000",,,,,7500000,0.75,d_kulkarni
Zahir Khan Pakteen,,Bowler, Rajasthan Royals,2018,"60,00,000",,,,,6000000,0.6,z_pakteen
Ben Laughlin,,Bowler, Rajasthan Royals,2018,"50,00,000",,,,,5000000,0.5,b_laughlin
Stuart Binny,,All-Rounder, Rajasthan Royals,2018,"50,00,000",,,,,5000000,0.5,s_binny
Dushmantha Chameera,,Bowler, Rajasthan Royals,2018,"50,00,000",,,,,5000000,0.5,d_chameera
Anureet Singh,,Bowler, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_singh
Aryaman Vikram Birla,,All-Rounder, Rajasthan Royals,2018,"30,00,000",,,,,3000000,0.3,a_birla
Midhun S,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,m_s
Shreyas Gopal,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,s_gopal
Prashant Chopra,,Wicket Keeper, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,p_chopra
Jatin Saxena,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,j_saxena
Ankit Sharma,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,a_sharma
Mahipal Lomror,,All-Rounder, Rajasthan Royals,2018,"20,00,000",,,,,2000000,0.2,m_lomror
Chris Woakes,,All-Rounder, Royal Challengers Bengaluru,2018,"7,40,00,000",,,,,74000000,7.4,c_woakes
Yuzvendra Singh Chahal,,Bowler, Royal Challengers Bengaluru,2018,"6,00,00,000",,,,,60000000,6.0,y_chahal
Umesh Yadav,,Bowler, Royal Challengers Bengaluru,2018,"4,20,00,000",,,,,42000000,4.2,u_yadav
Brendon McCullum,,Batsman, Royal Challengers Bengaluru,2018,"3,60,00,000",,,,,36000000,3.6,b_mccullum
M.S. Washington Sundar,,All-Rounder, Royal Challengers Bengaluru,2018,"3,20,00,000",,,,,32000000,3.2,m_sundar
Navdeep Saini,,Bowler, Royal Challengers Bengaluru,2018,"3,00,00,000",,,,,30000000,3.0,n_saini
Quinton De Kock,,Wicket Keeper, Royal Challengers Bengaluru,2018,"2,80,00,000",,,,,28000000,2.8,q_kock
Mohammed Siraj,,Bowler, Royal Challengers Bengaluru,2018,"2,60,00,000",,,,,26000000,2.6,m_siraj
Nathan Coulter-Nile,,Bowler, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,n_coulter-nile
Colin De Grandhomme,,All-Rounder, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,c_grandhomme
M. Ashwin,,Bowler, Royal Challengers Bengaluru,2018,"2,20,00,000",,,,,22000000,2.2,m_ashwin
Parthiv Patel,,Wicket Keeper, Royal Challengers Bengaluru,2018,"1,70,00,000",,,,,17000000,1.7,p_patel
Moeen Ali,,All-Rounder, Royal Challengers Bengaluru,2018,"1,70,00,000",,,,,17000000,1.7,m_ali
Mandeep Singh,,All-Rounder, Royal Challengers Bengaluru,2018,"1,40,00,000",,,,,14000000,1.4,m_singh
Manan Vohra,,Batsman, Royal Challengers Bengaluru,2018,"1,10,00,000",,,,,11000000,1.1,m_vohra
Pawan Negi,,All-Rounder, Royal Challengers Bengaluru,2018,"1,00,00,000",,,,,10000000,1.0,p_negi
Tim Southee,,Bowler, Royal Challengers Bengaluru,2018,"1,00,00,000",,,,,10000000,1.0,t_southee
Kulwant Khejroliya,,Bowler, Royal Challengers Bengaluru,2018,"85,00,000",,,,,8500000,0.85,k_khejroliya
Aniket Choudhary,,Bowler, Royal Challengers Bengaluru,2018,"30,00,000",,,,,3000000,0.3,a_choudhary
